"colonna1","colonna2"
"Experimental manipulation of temperature reduce ectoparasites in nests of blue tits Cyanistes caeruleus","EXPLOITATION OF THE SAME TROPHIC LINK FAVORS CONVERGENCE OF LARVAL LIFE-HISTORY STRATEGIES IN COMPLEX LIFE CYCLE HELMINTHS"
"Experimental manipulation of intraclutch variation in the great reed warbler shows no effect on rejection of parasitic eggs","Exploitation of manipulators: 'hitch-hiking' as a parasite transmission strategy"
"Experimental manipulation of immune-mediated disease and its fitness costs for rodent malaria parasites","Experimental Shifts in Intraclutch Egg Color Variation Do Not Affect Egg Rejection in a Host of a Non-Egg-Mimetic Avian Brood Parasite"
"Experimental manipulation of humidity in a cavity-nesting bird influences ectoparasites' abundance","Experimental scale and precipitation modify effects of nitrogen addition on a plant pathogen"
"Experimental manipulation of cavity temperature produces differential effects on parasite abundances in blue tit nests at two different latitudes","Experimental removal of nematode parasites increases growth, sprint speed, and mating success in brown anole lizards"
"Experimental Shifts in Intraclutch Egg Color Variation Do Not Affect Egg Rejection in a Host of a Non-Egg-Mimetic Avian Brood Parasite","Experimental reduction of ultraviolet wavelengths reflected from parasitic eggs affects rejection behaviour in the blackcap Sylvia atricapilla"
"Experimental scale and precipitation modify effects of nitrogen addition on a plant pathogen","Experimental reduction of haemosporidian infection affects maternal reproductive investment, parental behaviour and offspring condition"
"Experimental removal of nematode parasites increases growth, sprint speed, and mating success in brown anole lizards","Experimental pyrethroid treatment underestimates the effects of ectoparasites in cavity-nesting birds due to toxicity"
"Experimental reduction of ultraviolet wavelengths reflected from parasitic eggs affects rejection behaviour in the blackcap Sylvia atricapilla","Experimental manipulations of top-down and bottom-up factors in a tri-trophic system"
"Experimental reduction of haemosporidian infection affects maternal reproductive investment, parental behaviour and offspring condition","Experimental manipulation of temperature reduce ectoparasites in nests of blue tits Cyanistes caeruleus"
"Experimental pyrethroid treatment underestimates the effects of ectoparasites in cavity-nesting birds due to toxicity","Experimental manipulation of intraclutch variation in the great reed warbler shows no effect on rejection of parasitic eggs"
"Experimental manipulations of top-down and bottom-up factors in a tri-trophic system","Experimental manipulation of immune-mediated disease and its fitness costs for rodent malaria parasites"
"Experimental investigation of alternative transmission functions: Quantitative evidence for the importance of nonlinear transmission dynamics in host-parasite systems","Experimental manipulation of humidity in a cavity-nesting bird influences ectoparasites' abundance"
"EXPERIMENTAL INFECTIONS WITH EUHAPLORCHIS CALIFORNIENSIS AND A SMALL CYATHOCOTYLID INCREASE CONSPICUOUS BEHAVIORS IN CALIFORNIA KILLIFISH (FUNDULUS PARVIPINNIS)","Experimental manipulation of cavity temperature produces differential effects on parasite abundances in blue tit nests at two different latitudes"
"Experimental infection of the ant Polyrhachis furcata with Ophiocordyceps reveals specificity of behavioural manipulation","Experimental investigation of alternative transmission functions: Quantitative evidence for the importance of nonlinear transmission dynamics in host-parasite systems"
"Experimental infection dynamics: using immunosuppression and in vivo parasite tracking to understand host resistance in an amphibian-trematode system","EXPERIMENTAL INFECTIONS WITH EUHAPLORCHIS CALIFORNIENSIS AND A SMALL CYATHOCOTYLID INCREASE CONSPICUOUS BEHAVIORS IN CALIFORNIA KILLIFISH (FUNDULUS PARVIPINNIS)"
"Experimental evolution of parasitic host manipulation","Experimental infection of the ant Polyrhachis furcata with Ophiocordyceps reveals specificity of behavioural manipulation"
"Experimental evidence for chick discrimination without recognition in a brood parasite host","Experimental infection dynamics: using immunosuppression and in vivo parasite tracking to understand host resistance in an amphibian-trematode system"
"EXPERIMENTAL DEMONSTRATION OF THE ENERGETIC COST OF PARASITISM IN FREE-RANGING HOSTS","Experimental evolution of parasitic host manipulation"
"Experiment in semi-natural conditions did not confirm the influence of malaria infection on bird attractiveness to mosquitoes","Experimental evidence for chick discrimination without recognition in a brood parasite host"
"Expanding the toolbox for Trypanosoma cruzi: A parasite line incorporating a bioluminescence-fluorescence dual reporter and streamlined CRISPR/Cas9 functionality for rapid in vivo localisation and phenotyping","EXPERIMENTAL DEMONSTRATION OF THE ENERGETIC COST OF PARASITISM IN FREE-RANGING HOSTS"
"Expanding the tool box for genetic manipulation of Trypanosoma cruzi","Experiment in semi-natural conditions did not confirm the influence of malaria infection on bird attractiveness to mosquitoes"
"Excretory products of the cestode, Schistocephalus solidus, modulate in vitro responses of leukocytes from its specific host, the three-spined stickleback (Gasterosteus aculeatus)","Expanding the toolbox for Trypanosoma cruzi: A parasite line incorporating a bioluminescence-fluorescence dual reporter and streamlined CRISPR/Cas9 functionality for rapid in vivo localisation and phenotyping"
"Examination and revision of the larval life history of Microplitis croceipes (Hymenoptera: Braconidae)","Expanding the tool box for genetic manipulation of Trypanosoma cruzi"
"Evolutionary significance of fecundity reduction in threespine stickleback infected by the diphyllobothriidean cestode Schistocephalus solidus","Excretory products of the cestode, Schistocephalus solidus, modulate in vitro responses of leukocytes from its specific host, the three-spined stickleback (Gasterosteus aculeatus)"
"Evolutionary routes leading to host manipulation by parasites","Examination and revision of the larval life history of Microplitis croceipes (Hymenoptera: Braconidae)"
"Evolutionary repurposing of endosomal systems for apical organelle biogenesis in Toxoplasma gondii","Evolutionary significance of fecundity reduction in threespine stickleback infected by the diphyllobothriidean cestode Schistocephalus solidus"
"Evolutionary ecology of microbial wars: within-host competition and (incidental) virulence","Evolutionary routes leading to host manipulation by parasites"
"Evolutionary Ecology and Interplay of Prokaryotic Innate and Adaptive Immune Systems","Evolutionary repurposing of endosomal systems for apical organelle biogenesis in Toxoplasma gondii"
"Evolutionary Drivers of Parasite-Induced Changes in Insect Life-History Traits: From Theory to Underlying Mechanisms","Evolutionary ecology of microbial wars: within-host competition and (incidental) virulence"
"Evolutionary aspects of Anopheles-Plasmodium interactions","Evolutionary Ecology and Interplay of Prokaryotic Innate and Adaptive Immune Systems"
"Evolution of host phenotype manipulation by parasites and its consequences","Evolutionary Drivers of Parasite-Induced Changes in Insect Life-History Traits: From Theory to Underlying Mechanisms"
"Evolution of virulence: triggering host inflammation allows invading pathogens to exclude competitors","Evolutionary aspects of Anopheles-Plasmodium interactions"
"Evolution of tolerance: the genetic basis of a host's resistance against parasite manipulation","Evolution of virulence: triggering host inflammation allows invading pathogens to exclude competitors"
"Evolution of human-chimpanzee differences in malaria susceptibility:: Relationship to human genetic loss of N-glycolylneuraminic acid","Evolution of tolerance: the genetic basis of a host's resistance against parasite manipulation"
